date,kse_close
2018-12-26,38218.07
2018-12-27,37853.57
2018-12-28,37167.02
2018-12-31,37066.67
2019-01-01,37995.759999999995
2019-01-02,37795.25
2019-01-03,37542.01
2019-01-04,37547.49
2019-01-07,38562.4
2019-01-08,39052.5
2019-01-09,38921.689999999995
2019-01-10,39090.28
2019-01-11,39049.08
2019-01-14,39412.55
2019-01-15,39614.17
2019-01-16,39271.94
2019-01-17,39243.89
2019-01-18,39306.5
2019-01-21,39543.77
2019-01-22,39902.21
2019-01-23,40057.850000000006
2019-01-24,40289.159999999996
2019-01-25,40264.78
2019-01-28,40420.09
2019-01-29,40624.39
2019-01-30,40607.119999999995
2019-01-31,40799.52
2019-02-01,41112.71
2019-02-04,41614.39
2019-02-06,41505.68
2019-02-07,41332.75
2019-02-08,40887.350000000006
2019-02-11,40326.53
2019-02-12,40596.28
2019-02-13,40544.11
2019-02-14,40506.98
2019-02-15,40486.67
2019-02-18,40219.47
2019-02-19,39957.07
2019-02-20,40279.380000000005
2019-02-21,40070.71
2019-02-22,40016.13
2019-02-25,39606.78999999999
2019-02-26,38821.67
2019-02-27,38692.689999999995
2019-02-28,39054.6
2019-03-01,39539.01
2019-03-04,39749.74
2019-03-05,39688.51
2019-03-06,39568.1
2019-03-07,39294.1
2019-03-08,38950.229999999996
2019-03-11,38924.11
2019-03-12,38896.49
2019-03-13,38928.93
2019-03-14,38808.61
2019-03-15,38306.950000000004
2019-03-18,38851.950000000004
2019-03-19,38612.37
2019-03-20,38547.759999999995
2019-03-21,38384.71
2019-03-22,38531.87
2019-03-25,38128.659999999996
2019-03-26,38329.13
2019-03-27,38965.01
2019-03-28,38552.950000000004
2019-03-29,38649.340000000004
2019-04-01,38354.850000000006
2019-04-02,38036.03
2019-04-03,38022.8
